Date,High,Low,Open,Close,Volume,Adj Close
2009-03-18,5090.0,4980.0,4999.0,5032.0,259142.0,4623.67529296875
2009-03-19,5100.0,5000.0,5050.0,5031.89990234375,335739.0,4623.58349609375
2009-03-20,5099.89990234375,5020.0,5030.0,5077.60009765625,235444.0,4665.57421875
2009-03-23,5350.10009765625,5100.0,5100.0,5350.0,149464.0,4915.87060546875
2009-03-24,5450.0,5300.0,5350.0,5394.5,296862.0,4956.76025390625
2009-03-25,5490.0,5399.0,5399.0,5460.2001953125,370527.0,5017.1298828125
2009-03-26,5480.0,5450.0,5460.0,5456.89990234375,249115.0,5014.09619140625
2009-03-27,5450.0,5360.0,5456.0,5450.0,171425.0,5007.75537109375
2009-03-30,5300.0,5200.0,5300.0,5225.7001953125,107303.0,4801.65625
2009-03-31,5300.10009765625,5189.0,5240.0,5202.0,629321.0,4779.87939453125
2009-04-01,5450.0,5202.0,5202.0,5408.10009765625,366706.0,4969.255859375
2009-04-02,5550.0,5450.0,5500.0,5479.7001953125,498441.0,5035.04541015625
2009-04-03,5530.0,5480.0,5480.0,5500.0,266431.0,5053.69873046875
2009-04-06,5517.0,5395.0,5500.0,5495.7998046875,196276.0,5049.83935546875
2009-04-07,5497.0,5348.0,5490.0,5490.0,199042.0,5044.51025390625
2009-04-08,5480.0,5350.10009765625,5480.0,5400.60009765625,209898.0,4962.365234375
2009-04-09,5550.0,5420.0,5420.0,5513.39990234375,727539.0,5066.01123046875
2009-04-13,5679.89990234375,5507.0,5515.0,5649.7001953125,757136.0,5191.2509765625
2009-04-14,5750.0,5544.0,5651.0,5640.39990234375,275056.0,5182.705078125
2009-04-15,5639.0,5550.0,5600.0,5628.0,375282.0,5171.31201171875
2009-04-16,5848.0,5630.0,5650.0,5831.89990234375,1137577.0,5358.66748046875
2009-04-17,5850.0,5700.0,5850.0,5829.2998046875,375156.0,5356.27734375
2009-04-20,5794.89990234375,5700.0,5794.89990234375,5700.0,178669.0,5237.47021484375
2009-04-21,5780.0,5600.0,5699.0,5779.5,412189.0,5310.51806640625
2009-04-22,5860.0,5700.0,5800.0,5847.60009765625,802943.0,5373.091796875
2009-04-23,5850.0,5775.0,5850.0,5836.2998046875,160000.0,5362.70849609375
2009-04-24,5840.0,5700.0,5840.0,5783.7001953125,130409.0,5314.3779296875
2009-04-27,5780.0,5600.0,5780.0,5743.89990234375,272049.0,5277.80615234375
2009-04-28,5880.0,5650.0,5650.0,5878.5,262293.0,5401.4853515625
2009-04-29,6051.0,5900.0,5900.0,5984.10009765625,768360.0,5498.5166015625
2009-04-30,6050.0,5780.0,6050.0,5800.39990234375,3483654.0,5329.72265625
2009-05-04,6000.0,5800.39013671875,5899.0,5992.7998046875,384456.0,5506.51025390625
2009-05-05,6081.0,5950.0,5985.0,6080.0,555591.0,5586.6328125
2009-05-06,6150.0,6011.0,6079.7998046875,6129.7998046875,1321780.0,5632.3935546875
2009-05-07,6210.0,6051.0,6130.10009765625,6125.2001953125,401262.0,5628.1669921875
2009-05-08,6550.0,6200.0,6200.0,6503.89990234375,469582.0,5976.1357421875
2009-05-11,6600.0,6336.0,6469.0,6580.0,286337.0,6046.0615234375
2009-05-12,6620.0,6500.0,6580.0,6602.0,393082.0,6066.2763671875
2009-05-13,6650.0,6419.89990234375,6530.0,6434.39990234375,446496.0,5912.27587890625
2009-05-14,6595.0,6450.0,6450.0,6500.0,668900.0,5972.5517578125
2009-05-15,6716.7001953125,6499.0,6499.0,6714.39990234375,469608.0,6169.55517578125
2009-05-18,7150.0,6717.0,6717.0,7131.7998046875,533372.0,6553.08544921875
2009-05-19,7230.0,7095.0,7100.0,7119.0,1217283.0,6541.3232421875
2009-05-20,7199.0,6850.0,7100.0,6891.60009765625,593672.0,6332.3759765625
2009-05-22,7050.0,6800.0,6890.0,7037.7001953125,170629.0,6466.62158203125
2009-05-25,7200.0,7000.0,7040.0,7082.89990234375,281883.0,6508.15283203125
2009-05-26,7200.0,7010.0,7080.0,7187.7001953125,450497.0,6604.44970703125
2009-05-27,7200.0,6800.0,7190.0,6911.7001953125,334930.0,6350.8466796875
2009-05-28,7000.0,6800.0,6970.0,6997.0,918373.0,6429.2236328125
2009-05-29,7150.0,6900.0,7000.0,7091.89990234375,1317325.0,6516.42333984375
2009-06-01,7230.0,7110.0,7120.0,7191.2998046875,1266116.0,6607.7568359375
2009-06-02,7190.0,6850.0,7190.0,7095.7998046875,1108460.0,6520.0068359375
2009-06-03,7095.0,6900.0,7085.0,7034.7998046875,382936.0,6463.95556640625
2009-06-04,7119.89990234375,7010.0,7119.89990234375,7068.2998046875,238212.0,6494.73779296875
2009-06-05,7200.0,7040.0,7070.0,7167.60009765625,521241.0,6585.98193359375
2009-06-08,7100.0,7000.0,7070.0,7087.89990234375,138114.0,6512.74755859375
2009-06-09,7100.0,7010.0,7100.0,7026.7998046875,287427.0,6456.60546875
2009-06-10,7130.0,7000.0,7050.0,7074.2001953125,346173.0,6500.15869140625
2009-06-11,7090.0,6950.0,7090.0,6968.7001953125,622774.0,6403.2197265625
2009-06-12,6980.0,6850.0,6980.0,6878.89990234375,383208.0,6320.70703125
2009-06-15,6850.0,6680.0,6880.0,6840.60009765625,402314.0,6285.5146484375
2009-06-16,6850.0,6690.0,6820.10009765625,6694.0,262991.0,6150.810546875
2009-06-17,6694.0,6400.0,6694.0,6482.7001953125,777647.0,5956.65771484375
2009-06-18,6750.0,6410.0,6480.0,6585.5,344087.0,6051.1142578125
2009-06-19,6751.0,6600.0,6610.0,6629.60009765625,337760.0,6091.63623046875
2009-06-22,6650.0,6349.89990234375,6650.0,6445.60009765625,322638.0,5922.568359375
2009-06-23,6550.0,6330.0,6451.0,6347.60009765625,701279.0,5832.52099609375
2009-06-24,6600.0,6370.0,6370.0,6409.7001953125,435650.0,5889.58056640625
2009-06-25,6490.0,6400.0,6400.0,6471.5,435558.0,5946.36474609375
2009-06-26,6550.0,6471.5,6471.5,6520.0,528815.0,5990.9306640625
2009-06-30,6600.0,6350.0,6550.0,6366.7001953125,1440033.0,5850.0693359375
2009-07-01,6550.0,6400.0,6419.60009765625,6513.7998046875,170647.0,5985.234375
2009-07-02,6600.0,6400.0,6500.0,6500.0,198598.0,5972.5517578125
2009-07-03,6601.10009765625,6550.0,6500.0,6599.0,83838.0,6063.51904296875
2009-07-06,6650.0,6500.0,6510.0,6602.2001953125,628990.0,6066.46044921875
2009-07-07,6650.0,6551.0,6600.0,6600.60009765625,364119.0,6064.990234375
2009-07-08,6620.0,6500.0,6551.0,6501.0,214512.0,5973.47216796875
2009-07-09,6650.0,6522.0,6522.0,6600.60009765625,159990.0,6064.990234375
2009-07-10,6648.0,6421.0,6600.0,6583.7001953125,141159.0,6049.46142578125
2009-07-13,6650.0,6570.0,6600.0,6594.0,190819.0,6058.92529296875
2009-07-14,6650.0,6514.2001953125,6600.0,6564.0,171220.0,6031.3603515625
2009-07-15,6850.0,6560.0,6560.0,6777.0,554982.0,6227.07666015625
2009-07-17,6900.0,6740.0,6799.89990234375,6833.7998046875,129234.0,6279.2666015625
2009-07-20,7045.0,6900.0,6999.0,7009.60009765625,437136.0,6440.80078125
2009-07-21,7099.0,6950.0,7000.0,7015.2998046875,357050.0,6446.03857421875
2009-07-22,7000.0,6825.0,7000.0,6825.60009765625,193216.0,6271.73193359375
2009-07-23,6940.0,6850.0,6850.0,6885.10009765625,1169850.0,6326.40380859375
2009-07-24,6900.0,6875.0,6899.0,6890.0,178498.0,6330.9052734375
2009-07-27,6890.0,6770.0,6885.0,6826.89990234375,149802.0,6272.92578125
2009-07-28,6989.0,6800.0,6825.0,6944.7001953125,435070.0,6381.16796875
2009-07-29,6976.0,6910.0,6940.0,6936.10009765625,154707.0,6373.26513671875
2009-07-30,6990.0,6900.0,6930.0,6938.10009765625,97883.0,6375.10302734375
2009-07-31,6941.0,6850.0,6940.0,6864.7001953125,395895.0,6307.66015625
2009-08-03,7100.0,6900.0,6880.0,7059.10009765625,263631.0,6486.28369140625
2009-08-04,7199.0,7010.0,7070.0,7052.60009765625,280550.0,6480.31201171875
2009-08-05,7150.0,6990.0,7060.0,7110.10009765625,457692.0,6533.146484375
2009-08-06,7125.0,6960.0,7100.0,6979.0,349105.0,6412.68359375
2009-08-07,7050.0,6975.0,7000.0,7000.0,157559.0,6431.97998046875
2009-08-10,7000.0,6930.0,6930.0,6950.0,131582.0,6386.037109375
2009-08-11,6950.0,6765.0,6950.0,6770.0,298868.0,6220.64404296875
2009-08-12,6820.0,6700.0,6800.0,6749.7998046875,274269.0,6202.08154296875
2009-08-13,6805.0,6785.0,6800.0,6799.0,706123.0,6247.2900390625
2009-08-14,6800.0,6690.0,6799.0,6735.5,161719.0,6188.94287109375
2009-08-17,6750.0,6605.0,6750.0,6649.10009765625,280752.0,6109.55419921875
2009-08-18,6890.0,6640.0,6640.0,6889.7998046875,763310.0,6330.7216796875
2009-08-19,6891.0,6800.0,6800.0,6879.5,239031.0,6321.2578125
2009-08-20,6945.0,6870.0,6870.0,6942.0,781149.0,6378.68603515625
2009-08-21,6980.0,6910.0,6942.0,6911.60009765625,243472.0,6350.75390625
2009-08-24,6912.0,6756.0,6912.0,6824.7998046875,124185.0,6270.99658203125
2009-08-25,6900.0,6750.0,6900.0,6757.7998046875,193259.0,6209.4326171875
2009-08-26,6850.0,6749.0,6750.0,6825.2001953125,370611.0,6271.3642578125
2009-08-27,6830.0,6700.0,6830.0,6709.7998046875,528650.0,6165.3291015625
2009-08-28,6790.0,6640.0,6705.0,6685.39990234375,519749.0,6142.90869140625
2009-08-31,6700.0,6550.0,6660.0,6567.0,639952.0,6034.11572265625
2009-09-01,6650.0,6410.0,6600.0,6467.7998046875,348859.0,5942.9658203125
2009-09-02,6630.0,6450.0,6470.0,6600.5,310182.0,6064.8974609375
2009-09-03,6800.0,6599.0,6620.0,6799.0,477957.0,6247.2900390625
2009-09-04,6800.0,6754.89990234375,6799.0,6767.7001953125,144090.0,6218.53125
2009-09-07,6801.0,6730.0,6801.0,6745.2998046875,435375.0,6197.94873046875
2009-09-08,6850.0,6735.0,6770.0,6765.5,451324.0,6216.509765625
2009-09-09,6899.0,6760.0,6765.5,6808.2998046875,535439.0,6255.8359375
2009-09-10,6930.0,6819.0,6820.0,6900.0,454348.0,6340.09423828125
2009-09-11,6900.0,6850.0,6890.0,6894.89990234375,347317.0,6335.408203125
2009-09-14,6895.0,6815.0,6895.0,6815.0,233974.0,6261.9921875
2009-09-15,6815.10009765625,6750.0,6815.10009765625,6769.5,241782.0,6220.18505859375
2009-09-16,6920.0,6800.0,6800.0,6919.60009765625,397449.0,6358.10498046875
2009-09-17,6990.0,6900.0,6900.0,6979.39990234375,1012977.0,6413.05224609375
2009-09-21,6990.0,6831.2998046875,6979.39990234375,6974.10009765625,366862.0,6408.181640625
2009-09-22,7000.0,6850.0,6990.0,6854.0,262856.0,6297.82763671875
2009-09-23,6940.0,6889.0,6901.0,6920.0,182018.0,6358.47216796875
2009-09-24,6950.10009765625,6850.0,6920.0,6908.2001953125,313049.0,6347.6298828125
2009-09-25,7010.0,6850.0,6950.0,6978.7998046875,217597.0,6412.5
2009-09-28,7200.0,7000.0,7000.0,7083.89990234375,250088.0,6509.072265625
2009-09-29,7095.0,7000.0,7095.0,7030.2998046875,246599.0,6459.82080078125
2009-09-30,7100.0,7000.0,7050.0,7047.7998046875,564705.0,6475.90234375
2009-10-01,7090.0,7000.0,7047.0,7075.2001953125,461883.0,6501.07763671875
2009-10-02,7049.0,6990.0,7049.0,6994.60009765625,889996.0,6427.0185546875
2009-10-05,7150.0,7000.0,7001.0,7147.60009765625,159578.0,6567.603515625
2009-10-06,7300.0,7199.0,7199.0,7291.2001953125,419949.0,6699.5517578125
2009-10-07,7390.0,7260.0,7300.0,7385.7998046875,598888.0,6786.47412109375
2009-10-08,7450.0,7380.0,7390.0,7435.7001953125,368548.0,6832.32421875
2009-10-09,7500.0,7400.0,7430.0,7494.60009765625,434706.0,6886.44482421875
2009-10-13,7650.0,7460.0,7490.0,7619.7001953125,283184.0,7001.39453125
2009-10-14,7700.0,7455.0,7620.0,7501.10009765625,541136.0,6892.41748046875
2009-10-15,7580.0,7350.0,7502.0,7354.60009765625,494639.0,6757.806640625
2009-10-16,7498.0,7350.0,7350.0,7387.5,575629.0,6788.03564453125
2009-10-19,7500.0,7350.10009765625,7399.0,7386.60009765625,284227.0,6787.2099609375
2009-10-20,7430.0,7355.0,7380.0,7394.0,238846.0,6794.00830078125
2009-10-21,7410.0,7170.0,7170.0,7230.10009765625,506756.0,6643.4091796875
2009-10-22,7290.10009765625,7060.0,7235.0,7212.2998046875,1600134.0,6627.052734375
2009-10-23,7295.10009765625,7201.0,7201.0,7219.89990234375,499701.0,6634.03466796875
2009-10-26,7290.0,7130.0,7219.0,7136.7001953125,233613.0,6557.5888671875
2009-10-27,7235.0,7131.0,7295.0,7216.10009765625,296703.0,6630.5439453125
2009-10-28,7270.0,7150.0,7210.0,7180.0,250515.0,6597.37353515625
2009-10-29,7300.0,7220.0,7220.0,7298.10009765625,342153.0,6705.8896484375
2009-10-30,7350.0,7071.0,7300.0,7146.10009765625,402818.0,6566.22412109375
2009-11-02,7210.0,7100.0,7060.0,7162.39990234375,345531.0,6581.20263671875
2009-11-03,7160.0,7039.89990234375,7160.0,7082.7001953125,220889.0,6507.96923828125
2009-11-04,7340.0,7100.10009765625,7153.5,7249.60009765625,301028.0,6661.32568359375
2009-11-05,7320.0,7167.60009765625,7200.0,7300.39990234375,263629.0,6708.0029296875
2009-11-06,7420.10009765625,7215.0,7350.0,7416.7001953125,259837.0,6814.86767578125
2009-11-09,7470.0,7420.0,7420.0,7454.10009765625,478466.0,6849.23291015625
2009-11-10,7480.0,7450.0,7460.0,7462.2001953125,622107.0,6856.67431640625
2009-11-11,7460.0,7360.0,7460.0,7368.60009765625,660318.0,6770.66943359375
2009-11-12,7365.0,7300.0,7364.0,7300.0,203257.0,6707.63623046875
2009-11-13,7368.0,7248.89990234375,7300.0,7248.89990234375,233356.0,6660.6826171875
2009-11-16,7300.0,7155.0,7240.0,7159.60009765625,278384.0,6578.62841796875
2009-11-17,7220.0,7040.0,7155.0,7069.89990234375,497474.0,6496.20751953125
2009-11-18,7145.7998046875,6951.0,7075.0,6999.39990234375,859204.0,6431.427734375
2009-11-19,7090.0,6950.0,7000.0,7059.89990234375,213905.0,6487.01953125
2009-11-20,7275.0,7060.0,7060.0,7275.0,533673.0,6684.66552734375
2009-11-23,7300.0,7100.10009765625,7275.0,7176.7998046875,339800.0,6594.43359375
2009-11-24,7177.0,7002.0,7105.0,7109.2998046875,515560.0,6532.4111328125
2009-11-25,7200.0,7010.0,7119.0,7050.10009765625,326471.0,6478.01611328125
2009-11-26,7080.0,6900.10009765625,7000.10009765625,6960.2998046875,309043.0,6395.50244140625
2009-11-27,7149.0,6900.0,6900.0,7072.5,315788.0,6498.59765625
2009-11-30,7150.0,7049.89990234375,7125.0,7091.89990234375,533323.0,6516.42333984375
2009-12-01,7300.0,7090.0,7100.0,7297.39990234375,259802.0,6705.24755859375
2009-12-02,7490.0,7227.0,7300.0,7386.7998046875,349420.0,6787.39306640625
2009-12-03,7390.0,7206.0,7388.0,7250.7998046875,232502.0,6662.4287109375
2009-12-04,7320.0,7215.10009765625,7250.0,7231.39990234375,266160.0,6644.60302734375
2009-12-07,7300.0,7150.0,7250.0,7169.89990234375,66833.0,6588.09326171875
2009-12-09,7950.0,7130.10009765625,7150.0,7148.7001953125,358335.0,6568.6142578125
2009-12-10,7200.0,7130.0,7151.0,7150.7001953125,1086419.0,6570.4521484375
2009-12-11,7360.0,7200.0,7200.0,7357.0,3081649.0,6760.01123046875
2009-12-14,7500.0,7260.0,7357.0,7495.2998046875,655345.0,6887.0888671875
2009-12-15,7500.0,7380.0,7500.0,7499.7001953125,798722.0,6891.13134765625
2009-12-16,7574.7001953125,7499.7001953125,7574.7001953125,7536.5,292033.0,6924.94580078125
2009-12-17,7510.0,7450.0,7535.0,7501.60009765625,414032.0,6892.87646484375
2009-12-18,7550.0,7350.0,7520.0,7549.10009765625,422492.0,6936.52294921875
2009-12-21,7655.0,7501.0,7520.0,7641.39990234375,331411.0,7021.3330078125
2009-12-22,7660.0,7600.0,7625.0,7625.7001953125,348128.0,7006.90673828125
2009-12-23,7665.0,7634.0,7625.0,7661.0,486361.0,7039.3427734375
2009-12-24,7666.0,7601.0,7666.0,7648.2998046875,240929.0,7027.67333984375
2009-12-28,7687.0,7560.0,7687.0,7596.0,555686.0,6979.61865234375
2009-12-29,7650.0,7561.0,7650.0,7580.10009765625,943860.0,6965.0068359375
2009-12-30,7635.0,7500.0,7580.0,7623.10009765625,3274964.0,7004.51806640625
2010-01-04,7740.0,7580.0,7623.0,7733.5,4911701.0,7105.95947265625
2010-01-05,7770.0,7632.89990234375,7740.0,7712.2998046875,1992821.0,7086.47998046875
2010-01-06,7790.0,7632.7001953125,7712.5,7751.89990234375,350733.0,7122.86669921875
2010-01-07,7950.0,7710.0,7790.0,7934.39990234375,506806.0,7290.55908203125
2010-01-08,8000.0,7934.0,7940.0,7997.60009765625,490008.0,7348.62890625
2010-01-11,8120.0,7990.0,8000.0,8017.0,749641.0,7366.45458984375
2010-01-12,8061.0,7910.0,8000.0,8015.0,642726.0,7364.6171875
2010-01-13,8100.0,7955.0,8010.0,8058.39990234375,413529.0,7404.49462890625
2010-01-14,8280.0,8040.0,8050.0,8194.099609375,436333.0,7529.18408203125
2010-01-15,8250.0,8030.0,8180.0,8104.5,369489.0,7446.85400390625
2010-01-18,8250.0,8181.0,8200.0,8220.7998046875,220390.0,7553.7177734375
2010-01-19,8250.0,8068.5,8230.0,8247.599609375,312032.0,7578.3427734375
2010-01-20,8275.0,8180.0,8240.0,8252.2998046875,378921.0,7582.66162109375
2010-01-21,8250.0,8053.0,8250.0,8099.7998046875,375316.0,7442.53515625
2010-01-22,8150.0,7900.0,8099.0,8110.89990234375,266116.0,7452.7353515625
2010-01-25,8235.0,8097.5,8162.0,8205.7001953125,457065.0,7539.84326171875
2010-01-26,8251.0,8199.0,8205.0,8235.099609375,206253.0,7566.85693359375
2010-01-27,8245.0,8157.60009765625,8250.0,8232.900390625,764294.0,7564.83740234375
2010-01-28,8300.0,8107.10009765625,8230.0,8198.400390625,315336.0,7533.13671875
2010-01-29,8450.0,8184.89990234375,8185.0,8413.599609375,333540.0,7730.8720703125
2010-02-01,8686.0,8316.0,8414.0,8597.2001953125,633964.0,7899.5751953125
2010-02-02,8600.0,8499.0,8600.0,8531.2998046875,488868.0,7839.0244140625
2010-02-03,8550.0,8370.0,8530.0,8372.5,479449.0,7693.107421875
2010-02-04,8372.5,8150.0,8350.0,8181.60009765625,786109.0,7517.697265625
2010-02-05,8260.0,8000.0,8180.0,8022.7998046875,408219.0,7371.78369140625
2010-02-08,8180.0,8000.0,8000.0,8117.2998046875,248567.0,7458.61669921875
2010-02-09,8300.0,8082.0,8199.0,8173.7998046875,305325.0,7510.53125
2010-02-10,8275.0,8100.0,8200.0,8150.5,183954.0,7489.1220703125
2010-02-11,8200.099609375,8145.0,8180.0,8197.599609375,487842.0,7532.40087890625
2010-02-12,8190.0,8100.0,8190.0,8138.0,262505.0,7477.63671875
2010-02-15,8200.0,8100.0,8197.7001953125,8143.39990234375,67742.0,7482.59765625
2010-02-16,8350.0,8150.0,8150.0,8340.0,418273.0,7663.24560546875
2010-02-17,8425.0,8350.0,8400.0,8395.5,739283.0,7714.240234375
2010-02-18,8451.0,8300.0,8383.0,8445.2998046875,986704.0,7760.0
2010-02-19,8461.0,8300.0,8485.0,8327.099609375,381553.0,7651.39208984375
2010-02-22,8480.0,8325.0,8327.099609375,8459.900390625,368746.0,7773.416015625
2010-02-23,8470.0,8350.0,8460.0,8360.0,665422.0,7681.62255859375
2010-02-24,8450.0,8350.0,8399.7001953125,8399.7001953125,162928.0,7718.10107421875
2010-02-25,8399.7998046875,8250.0,8299.900390625,8299.900390625,178357.0,7626.39990234375
2010-02-26,8370.0,8270.0,8300.0,8333.900390625,269000.0,7657.63916015625
2010-03-01,8352.099609375,7960.0,8146.7001953125,8146.7001953125,634517.0,7485.6298828125
2010-03-02,8370.0,7831.0,7910.39990234375,7910.39990234375,662011.0,7268.50537109375
2010-03-03,7905.0,7500.0,7567.5,7567.5,676088.0,6953.4296875
2010-03-04,8150.0,7567.5,7897.0,7897.0,666940.0,7256.19287109375
2010-03-05,8333.900390625,7897.0,7999.5,7999.5,492657.0,7350.37548828125
2010-03-08,8070.0,7900.0,7960.2998046875,7960.2998046875,275797.0,7314.35595703125
2010-03-09,8050.0,7595.2001953125,7965.5,7965.5,268613.0,7319.134765625
2010-03-10,8000.0,7900.10009765625,7965.5,7991.0,295016.0,7342.564453125
2010-03-11,8049.0,7915.0,7998.0,8001.7998046875,204500.0,7352.48828125
2010-03-12,8188.0,7990.0,8001.7998046875,8175.60009765625,467069.0,7512.18603515625
2010-03-15,8155.0,8000.0,8155.0,8015.7998046875,247872.0,7365.3515625
2010-03-16,8060.0,7999.0,8015.7998046875,8041.2998046875,157774.0,7388.783203125
2010-03-17,8100.0,7970.0,8041.2998046875,7990.0,469340.0,7341.64501953125
2010-03-18,8000.0,7960.0,7990.0,7978.2001953125,275428.0,7330.80517578125
2010-03-19,7980.0,7800.0,7970.0,7828.5,215900.0,7193.2509765625
2010-03-22,7878.0,7800.0,7828.5,7860.2998046875,467210.0,7222.4697265625
2010-03-23,7910.0,7799.0,7860.2998046875,7828.60009765625,538438.0,7193.34228515625
2010-03-24,7855.0,7800.0,7828.60009765625,7802.7998046875,423024.0,7169.63671875
2010-03-25,7880.7998046875,7700.0,7802.7998046875,7764.2998046875,337347.0,7134.26025390625
2010-03-26,7820.0,7764.2998046875,7764.2998046875,7774.89990234375,379437.0,7143.99951171875
2010-03-29,7810.0,7675.0,7774.89990234375,7691.5,272577.0,7067.36767578125
2010-03-30,7998.0,7691.0,7691.5,7882.0,907797.0,7242.40966796875
2010-03-31,7950.0,7800.0,7882.0,7800.89990234375,454809.0,7167.8916015625
2010-04-01,8002.0,7814.7998046875,7950.0,7956.2001953125,355506.0,7310.58935546875
2010-04-05,8140.0,7999.89990234375,8000.0,8133.60009765625,539700.0,7473.5927734375
2010-04-06,8140.0,8133.0,8133.0,8133.60009765625,539783.0,7473.5927734375
2010-04-07,8300.0,8133.0,8133.60009765625,8208.5,661026.0,7542.416015625
2010-04-08,8290.599609375,8145.0,8220.0,8219.5,302834.0,7552.5224609375
2010-04-09,8220.0,8145.0,8219.5,8178.7001953125,365850.0,7515.033203125
2010-04-12,8100.0,8001.0,8124.7998046875,8015.2001953125,301092.0,7364.80126953125
2010-04-13,8060.0,8001.0,8045.0,8015.2001953125,301092.0,7364.80126953125
2010-04-14,8328.0,8085.0,8100.0,8305.900390625,902376.0,7631.912109375
2010-04-15,8328.0,8150.0,8200.0,8305.900390625,717378.0,7631.912109375
2010-04-16,8220.0,8050.0,8162.39990234375,8061.5,215824.0,7407.34375
2010-04-19,8240.0,8000.0,8061.5,8174.2998046875,248212.0,7510.99169921875
2010-04-20,8240.0,8000.0,8061.5,8174.2998046875,248212.0,7510.99169921875
2010-04-21,8325.0,8190.10009765625,8273.5,8306.0,261911.0,7632.00390625
